#,OFFENSE,BOND,WARRANT #,FILED BY,JAIL ID,ARREST DT,RELEASE DT,RACE_SEX,days_served,ARREST YEAR,RACE,SEX
4,FAILURE TO MNTN FINAN RESP,0,39607,PAPD,22625,2015-08-07,2015-08-14,WM,7.0,2015,W,M
5,FAILURE TO APPEAR,0,8039607,PAPD,22625,2015-08-07,2015-08-14,WM,7.0,2015,W,M
6,FAILURE TO APPEAR,0,9039607,PAPD,22625,2015-08-07,2015-08-14,WM,7.0,2015,W,M
1,FAILURE TO MNTN FINAN RESP,0,101999,PAPD,139505,2015-08-07,2015-08-15,BF,8.0,2015,B,F
2,DRIVING-WHILE LIC INVALID,0,506527,PAPD,139505,2015-08-07,2015-08-15,BF,8.0,2015,B,F
3,FAILURE TO MNTN FINAN RESP,0,506527,PAPD,139505,2015-08-07,2015-08-15,BF,8.0,2015,B,F
4,TRAF OFF-NO CHILD RESTRAINT,0,506527,PAPD,139505,2015-08-07,2015-08-15,BF,8.0,2015,B,F
5,DRIVING-EXPIRED LIC. PLATE,0,506527,PAPD,139505,2015-08-07,2015-08-15,BF,8.0,2015,B,F
1,DRIVING-WHILE LIC INVALID,0,571321,PAPD,250667,2015-08-07,2015-08-11,BF,4.0,2015,B,F
1,FAILURE TO SIGNAL,200,0,PAPD,327915,2015-08-07,2015-08-07,BF,0.0,2015,B,F
2,DRUG PARAPHERNALIA-POSS,200,0,PAPD,327915,2015-08-07,2015-08-07,BF,0.0,2015,B,F
1,TRAF OFF-MOVING-NO SEATBELT,0,634889,PAPD,85275,2015-08-08,2015-08-10,WM,2.0,2015,W,M
2,STOP SIGN- RUNNING,0,634889,PAPD,85275,2015-08-08,2015-08-10,WM,2.0,2015,W,M
3,ALCOHOL-OPEN CONTAINER-VEH,0,634889,PAPD,85275,2015-08-08,2015-08-10,WM,2.0,2015,W,M
4,FAILURE TO APPEAR,0,538250,PAPD,85275,2015-08-08,2015-08-10,WM,2.0,2015,W,M
5,DRIVING-WHILE LIC EXPIRED,0,538250,PAPD,85275,2015-08-08,2015-08-10,WM,2.0,2015,W,M
6,STOP SIGN- RUNNING,0,538250,PAPD,85275,2015-08-08,2015-08-10,WM,2.0,2015,W,M
7,TRAF OFF-MOVING-NO SEATBELT,0,644455,PAPD,85275,2015-08-08,2015-08-10,WM,2.0,2015,W,M
1,FAILURE TO MNTN FINAN RESP,0,515438,PAPD,179250,2015-08-08,2015-08-11,BM,3.0,2015,B,M
1,DRIVING-NO DRIVERS LICENSE,200,0,PAPD,208643,2015-08-08,2015-08-08,WM,0.0,2015,W,M
2,DRIVING-EXPIRED LIC. PLATE,200,0,PAPD,208643,2015-08-08,2015-08-08,WM,0.0,2015,W,M
3,FAILURE TO SIGNAL,200,0,PAPD,208643,2015-08-08,2015-08-08,WM,0.0,2015,W,M
4,NO LIABILITY INSURANCE,200,0,PAPD,208643,2015-08-08,2015-08-08,WM,0.0,2015,W,M
1,DRIVING-WHILE LIC INVALID,200,0,PAPD,252432,2015-08-08,2015-08-11,BM,3.0,2015,B,M
2,FAILURE TO MNTN FINAN RESP,200,0,PAPD,252432,2015-08-08,2015-08-11,BM,3.0,2015,B,M
1,ASSAULT-SIMPLE,200,0,PAPD,314524,2015-08-08,2015-08-12,BM,4.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,20777,2015-08-09,2015-08-11,BM,2.0,2015,B,M
1,FAILURE TO APPEAR,200,649955,PAPD,325092,2015-08-09,2015-08-10,WM,1.0,2015,W,M
1,CITY ORDINANCE,200,0,PAPD,111461,2015-08-10,2015-08-14,WM,4.0,2015,W,M
2,CITY ORDINANCE,200,0,PAPD,111461,2015-08-10,2015-08-14,WM,4.0,2015,W,M
1,FAILURE TO APPEAR,200,581199,PAPD,271365,2015-08-10,2015-08-12,BM,2.0,2015,B,M
2,FAILURE TO APPEAR,200,679198,PAPD,271365,2015-08-10,2015-08-12,BM,2.0,2015,B,M
3,FAILURE TO APPEAR,200,645256,PAPD,271365,2015-08-10,2015-08-12,BM,2.0,2015,B,M
4,FAILURE TO APPEAR,200,121632,PAPD,271365,2015-08-10,2015-08-12,BM,2.0,2015,B,M
5,FAILURE TO APPEAR,200,121632,PAPD,271365,2015-08-10,2015-08-12,BM,2.0,2015,B,M
6,DISORDERLY CONDUCT,200,121632,PAPD,271365,2015-08-10,2015-08-12,BM,2.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,327960,2015-08-10,2015-08-11,WM,1.0,2015,W,M
2,DISORDERLY CONDUCT,200,0,PAPD,327960,2015-08-10,2015-08-11,WM,1.0,2015,W,M
1,FAILURE TO APPEAR,0,155483,PAPD,84117,2015-08-12,2015-08-13,WM,1.0,2015,W,M
2,DRIVING-WHILE LIC INVALID,0,155483,PAPD,84117,2015-08-12,2015-08-13,WM,1.0,2015,W,M
3,FAILURE TO MNTN SINGLE LANE,0,155483,PAPD,84117,2015-08-12,2015-08-13,WM,1.0,2015,W,M
4,FAILURE TO APPEAR,0,513509,PAPD,84117,2015-08-12,2015-08-13,WM,1.0,2015,W,M
5,FAILURE TO MNTN FINAN RESP,0,513509,PAPD,84117,2015-08-12,2015-08-13,WM,1.0,2015,W,M
6,SPEEDING,0,513509,PAPD,84117,2015-08-12,2015-08-13,WM,1.0,2015,W,M
1,SPEEDING,0,549594,PAPD,137157,2015-08-12,2015-08-15,BM,3.0,2015,B,M
1,FAILURE TO APPEAR,200,690068,PAPD,202243,2015-08-12,2015-08-14,BM,2.0,2015,B,M
1,DRIVING-WHILE LIC INVALID,0,678752,PAPD,261776,2015-08-12,2015-08-27,WF,15.0,2015,W,F
2,FAILURE TO SIGNAL,0,678752,PAPD,261776,2015-08-12,2015-08-27,WF,15.0,2015,W,F
3,DRIVING-WHILE LIC INVALID,0,520661,PAPD,261776,2015-08-12,2015-08-27,WF,15.0,2015,W,F
4,NO LIABILITY INSURANCE,0,520661,PAPD,261776,2015-08-12,2015-08-27,WF,15.0,2015,W,F
5,SPEEDING,0,520661,PAPD,261776,2015-08-12,2015-08-27,WF,15.0,2015,W,F
6,CITY ORDINANCE,0,520661,PAPD,261776,2015-08-12,2015-08-27,WF,15.0,2015,W,F
1,FAILURE TO APPEAR,200,558851,PAPD,327160,2015-08-12,2015-08-14,WM,2.0,2015,W,M
2,FAILURE TO APPEAR,200,558851,PAPD,327160,2015-08-12,2015-08-14,WM,2.0,2015,W,M
1,DRIVING-NO DRIVERS LICENSE,200,0,PAPD,327985,2015-08-13,2015-08-15,BM,2.0,2015,B,M
2,FAILURE TO MNTN FINAN RESP,200,0,PAPD,327985,2015-08-13,2015-08-15,BM,2.0,2015,B,M
3,DRIVING-EXP MVI STICKER,200,0,PAPD,327985,2015-08-13,2015-08-15,BM,2.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,154142,2015-08-14,2015-08-15,WM,1.0,2015,W,M
1,DRIVING-WHILE LIC INVALID,0,676183,PAPD,181025,2015-08-14,2015-08-18,WF,4.0,2015,W,F
1,PUBLIC INTOXICATION,200,0,PAPD,182550,2015-08-14,2015-08-17,BM,3.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,313938,2015-08-14,2015-08-15,WM,1.0,2015,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,250615,2015-08-15,2015-08-17,BM,2.0,2015,B,M
1,FAILURE TO APPEAR,200,653938,PAPD,259135,2015-08-15,2015-08-15,WM,0.0,2015,W,M
2,FAILURE TO APPEAR,200,653938,PAPD,259135,2015-08-15,2015-08-15,WM,0.0,2015,W,M
1,DISORDERLY CONDUCT,200,0,PAPD,328012,2015-08-15,2015-08-21,BF,6.0,2015,B,F
2,CONTEMPT OF COURT,0,128248,PAPD,328012,2015-08-15,2015-08-21,BF,6.0,2015,B,F
1,DISORDERLY CONDUCT,200,0,PAPD,123371,2015-08-16,2015-08-17,BF,1.0,2015,B,F
1,CITY ORDINANCE,200,0,PAPD,207729,2015-08-17,2015-08-19,BM,2.0,2015,B,M
1,FAILURE TO APPEAR,200,687629,PAPD,210161,2015-08-17,2015-08-20,WM,3.0,2015,W,M
2,FAILURE TO APPEAR,200,689721,PAPD,210161,2015-08-17,2015-08-20,WM,3.0,2015,W,M
3,FAILURE TO APPEAR,200,689721,PAPD,210161,2015-08-17,2015-08-20,WM,3.0,2015,W,M
1,FAILURE TO MNTN FINAN RESP,0,687050,PAPD,26565,2015-08-18,2015-08-21,BM,3.0,2015,B,M
2,DRIVING-EXPIRED LIC. PLATE,0,687050,PAPD,26565,2015-08-18,2015-08-21,BM,3.0,2015,B,M
1,ASSAULT-SIMPLE,200,0,PAPD,246041,2015-08-18,2015-08-19,WM,1.0,2015,W,M
1,FAILURE TO IDENTIFY,200,0,PAPD,301213,2015-08-18,2015-08-18,BM,0.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,119536,2015-08-19,2015-08-25,BM,6.0,2015,B,M
1,CONTEMPT OF COURT,0,131793,PAPD,268664,2015-08-19,2015-09-03,BM,15.0,2015,B,M
2,DISORDERLY CONDUCT,0,131793,PAPD,268664,2015-08-19,2015-09-03,BM,15.0,2015,B,M
3,CONTEMPT OF COURT,0,132204,PAPD,268664,2015-08-19,2015-09-03,BM,15.0,2015,B,M
4,DISORDERLY CONDUCT,0,132204,PAPD,268664,2015-08-19,2015-09-03,BM,15.0,2015,B,M
5,FAILURE TO APPEAR,0,646115,PAPD,268664,2015-08-19,2015-09-03,BM,15.0,2015,B,M
6,FAILURE TO APPEAR,0,646115,PAPD,268664,2015-08-19,2015-09-03,BM,15.0,2015,B,M
7,DISORDERLY CONDUCT,0,646115,PAPD,268664,2015-08-19,2015-09-03,BM,15.0,2015,B,M
8,TRESPASSING,0,646115,PAPD,268664,2015-08-19,2015-09-03,BM,15.0,2015,B,M
9,NO LIABILITY INSURANCE,0,0,PAPD,268664,2015-08-19,2015-09-03,BM,15.0,2015,B,M
10,DRIVING-EXPIRED LIC. PLATE,0,668291,PAPD,268664,2015-08-19,2015-09-03,BM,15.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,172287,2015-08-20,2015-08-25,WM,5.0,2015,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,317591,2015-08-20,2015-08-21,WM,1.0,2015,W,M
1,DRUG PARAPHERNALIA-POSS,0,569362,PAPD,84480,2015-08-21,2015-08-24,BM,3.0,2015,B,M
1,FAILURE TO APPEAR,200,529034,PAPD,252036,2015-08-21,2015-08-23,BF,2.0,2015,B,F
1,DISORDERLY CONDUCT,200,0,PAPD,311473,2015-08-21,2015-08-22,BM,1.0,2015,B,M
2,CITY ORDINANCE,200,0,PAPD,311473,2015-08-21,2015-08-22,BM,1.0,2015,B,M
3,CITY ORDINANCE,200,0,PAPD,311473,2015-08-21,2015-08-22,BM,1.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,150983,2015-08-22,2015-08-22,WM,0.0,2015,W,M
1,PUBLIC INTOXICATION,0,31595,PAPD,293526,2015-08-22,2015-09-01,BM,10.0,2015,B,M
2,DISORDERLY CONDUCT,0,31595,PAPD,293526,2015-08-22,2015-09-01,BM,10.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,298759,2015-08-22,2015-08-24,BM,2.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,315007,2015-08-22,2015-08-25,WM,3.0,2015,W,M
1,FAILURE TO MNTN FINAN RESP,0,106591,PAPD,18575,2015-08-23,2015-08-23,BM,0.0,2015,B,M
2,SPEEDING,0,516028,PAPD,18575,2015-08-23,2015-08-23,BM,0.0,2015,B,M
1,FAILURE TO APPEAR,200,34848,PAPD,150924,2015-08-23,2015-08-25,BF,2.0,2015,B,F
2,FAILURE TO APPEAR,200,34848,PAPD,150924,2015-08-23,2015-08-25,BF,2.0,2015,B,F
1,FAILURE TO APPEAR,200,669704,PAPD,197851,2015-08-23,2015-08-23,BM,0.0,2015,B,M
1,FAILURE TO APPEAR,200,659677,PAPD,257196,2015-08-23,2015-08-23,WM,0.0,2015,W,M
2,FAILURE TO APPEAR,200,659677,PAPD,257196,2015-08-23,2015-08-23,WM,0.0,2015,W,M
3,FAILURE TO APPEAR,200,659677,PAPD,257196,2015-08-23,2015-08-23,WM,0.0,2015,W,M
1,FAILURE TO APPEAR,200,45438,PAPD,165667,2015-08-24,2015-08-24,WM,0.0,2015,W,M
1,ASSAULT-SIMPLE,200,0,PAPD,314524,2015-08-24,2015-08-28,BM,4.0,2015,B,M
1,DRIVING-NO DRIVERS LICENSE,0,530221,PAPD,256181,2015-08-25,2015-08-28,BM,3.0,2015,B,M
2,FAILURE TO SIGNAL,0,530221,PAPD,256181,2015-08-25,2015-08-28,BM,3.0,2015,B,M
1,DRIVING-NO DRIVERS LICENSE,0,662212,PAPD,297746,2015-08-25,2015-08-30,BF,5.0,2015,B,F
2,TRAF OFF-MOVING-NO SEATBELT,0,662212,PAPD,297746,2015-08-25,2015-08-30,BF,5.0,2015,B,F
3,FAILURE TO MNTN FINAN RESP,0,662212,PAPD,297746,2015-08-25,2015-08-30,BF,5.0,2015,B,F
4,DRIVING-WHILE LIC INVALID,0,662213,PAPD,297746,2015-08-25,2015-08-30,BF,5.0,2015,B,F
1,FAILURE TO APPEAR,200,662215,PAPD,300102,2015-08-25,2015-08-25,BF,0.0,2015,B,F
2,FAILURE TO APPEAR,200,662215,PAPD,300102,2015-08-25,2015-08-25,BF,0.0,2015,B,F
1,DISORDERLY CONDUCT,200,0,PAPD,187875,2015-08-26,2015-08-28,BF,2.0,2015,B,F
1,DRIVING-WHILE LIC INVALID,0,653919,PAPD,321095,2015-08-26,2015-08-28,WM,2.0,2015,W,M
2,SPEEDING,0,653919,PAPD,321095,2015-08-26,2015-08-28,WM,2.0,2015,W,M
3,DRIVING-WHILE LIC INVALID,0,592725,PAPD,321095,2015-08-26,2015-08-28,WM,2.0,2015,W,M
4,STOP LIGHT- RUNNING,0,592725,PAPD,321095,2015-08-26,2015-08-28,WM,2.0,2015,W,M
5,FAILURE TO MNTN FINAN RESP,0,592725,PAPD,321095,2015-08-26,2015-08-28,WM,2.0,2015,W,M
6,SPEEDING,0,592725,PAPD,321095,2015-08-26,2015-08-28,WM,2.0,2015,W,M
7,DRIVING-WHILE LIC INVALID,0,690195,PAPD,321095,2015-08-26,2015-08-28,WM,2.0,2015,W,M
8,TRAF OFF-MOVING-NO SEATBELT,0,690195,PAPD,321095,2015-08-26,2015-08-28,WM,2.0,2015,W,M
9,TRAF OFF-MOVING-NO SEATBELT,0,0,PAPD,321095,2015-08-26,2015-08-28,WM,2.0,2015,W,M
10,VEH-LICENSE PLATE OFFENSE,0,690195,PAPD,321095,2015-08-26,2015-08-28,WM,2.0,2015,W,M
1,DRIVING-WHILE LIC INVALID,0,686975,PAPD,314561,2015-08-27,2015-08-30,BF,3.0,2015,B,F
2,SPEEDING,0,686978,PAPD,314561,2015-08-27,2015-08-30,BF,3.0,2015,B,F
1,DRIVING-NO DRIVERS LICENSE,200,0,PAPD,328164,2015-08-27,2015-08-28,BM,1.0,2015,B,M
2,DEFECTIVE EQUIPMENT,200,0,PAPD,328164,2015-08-27,2015-08-28,BM,1.0,2015,B,M
1,FAILURE TO APPEAR,0,612602,PAPD,78047,2015-08-28,2015-09-01,WM,4.0,2015,W,M
2,CITY ORDINANCE,0,612602,PAPD,78047,2015-08-28,2015-09-01,WM,4.0,2015,W,M
3,FAILURE TO APPEAR,0,680121,PAPD,78047,2015-08-28,2015-09-01,WM,4.0,2015,W,M
4,CITY ORDINANCE,0,680121,PAPD,78047,2015-08-28,2015-09-01,WM,4.0,2015,W,M
1,STOP LIGHT- RUNNING,0,135180,PAPD,100281,2015-08-28,2015-09-01,BF,4.0,2015,B,F
2,VEH-LICENSE PLATE OFFENSE,0,135180,PAPD,100281,2015-08-28,2015-09-01,BF,4.0,2015,B,F
1,CITY ORDINANCE,0,538291,PAPD,164808,2015-08-28,2015-08-30,WM,2.0,2015,W,M
2,WRONG WAY ON A ONE WAY,0,538291,PAPD,164808,2015-08-28,2015-08-30,WM,2.0,2015,W,M
1,DRIVING-NO DRIVERS LICENSE,0,686294,PAPD,206945,2015-08-28,2015-09-01,BF,4.0,2015,B,F
2,SPEEDING,0,686294,PAPD,206945,2015-08-28,2015-09-01,BF,4.0,2015,B,F
1,FAILURE TO APPEAR,200,46432,PAPD,208643,2015-08-28,2015-08-28,WM,0.0,2015,W,M
1,DRIVING-NO DRIVERS LICENSE,0,128680,PAPD,216392,2015-08-28,2015-09-05,BM,8.0,2015,B,M
2,FAILURE TO SIGNAL,0,128680,PAPD,216392,2015-08-28,2015-09-05,BM,8.0,2015,B,M
3,FAILURE TO MNTN FINAN RESP,0,128680,PAPD,216392,2015-08-28,2015-09-05,BM,8.0,2015,B,M
4,DRIVING-NO DRIVERS LICENSE,0,120738,PAPD,216392,2015-08-28,2015-09-05,BM,8.0,2015,B,M
5,STOP SIGN- RUNNING,0,120738,PAPD,216392,2015-08-28,2015-09-05,BM,8.0,2015,B,M
6,FAILURE TO APPEAR,0,9120738,PAPD,216392,2015-08-28,2015-09-05,BM,8.0,2015,B,M
1,FAILURE TO APPEAR,200,646292,PAPD,289306,2015-08-28,2015-08-28,BM,0.0,2015,B,M
2,FAILURE TO APPEAR,200,646292,PAPD,289306,2015-08-28,2015-08-28,BM,0.0,2015,B,M
1,DISORDERLY CONDUCT,200,0,PAPD,184731,2015-08-29,2015-08-30,WM,1.0,2015,W,M
1,DRIVING-NO DRIVERS LICENSE,0,686802,PAPD,282126,2015-08-29,2015-08-30,BM,1.0,2015,B,M
2,SPEEDING,0,686802,PAPD,282126,2015-08-29,2015-08-30,BM,1.0,2015,B,M
3,DRIVING-WHILE LIC INVALID,0,581236,PAPD,282126,2015-08-29,2015-08-30,BM,1.0,2015,B,M
4,TRAF OFF-MOVING-NO SEATBELT,0,581236,PAPD,282126,2015-08-29,2015-08-30,BM,1.0,2015,B,M
5,TRAF OFF-NO CHILD RESTRAINT,0,581236,PAPD,282126,2015-08-29,2015-08-30,BM,1.0,2015,B,M
6,STOP LIGHT- RUNNING,0,581236,PAPD,282126,2015-08-29,2015-08-30,BM,1.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,292810,2015-08-29,2015-08-29,WM,0.0,2015,W,M
1,DRIVING-NO DRIVERS LICENSE,0,641078,PAPD,303129,2015-08-29,2015-09-11,BF,13.0,2015,B,F
2,DRIVING-NO MVI STICKER,0,641078,PAPD,303129,2015-08-29,2015-09-11,BF,13.0,2015,B,F
3,FAILURE TO MNTN FINAN RESP,0,641078,PAPD,303129,2015-08-29,2015-09-11,BF,13.0,2015,B,F
4,VEH-LICENSE PLATE OFFENSE,0,641078,PAPD,303129,2015-08-29,2015-09-11,BF,13.0,2015,B,F
5,DRIVING-NO DRIVERS LICENSE,0,641078,PAPD,303129,2015-08-29,2015-09-11,BF,13.0,2015,B,F
6,TRAF OFF-NO CHILD RESTRAINT,0,641078,PAPD,303129,2015-08-29,2015-09-11,BF,13.0,2015,B,F
7,TRAF OFF-NO CHILD RESTRAINT,0,641078,PAPD,303129,2015-08-29,2015-09-11,BF,13.0,2015,B,F
8,TRAF OFF-NO CHILD RESTRAINT,0,657774,PAPD,303129,2015-08-29,2015-09-11,BF,13.0,2015,B,F
9,VEH-LICENSE PLATE OFFENSE,0,0,PAPD,303129,2015-08-29,2015-09-11,BF,13.0,2015,B,F
10,SPEEDING,0,6577754,PAPD,303129,2015-08-29,2015-09-11,BF,13.0,2015,B,F
1,PUBLIC INTOXICATION,200,0,PAPD,219341,2015-08-30,2015-09-01,BM,2.0,2015,B,M
1,DRIVING-NO DRIVERS LICENSE,0,555613,PAPD,254930,2015-08-30,2015-09-04,WM,5.0,2015,W,M
2,FAILURE TO MNTN FINAN RESP,0,555613,PAPD,254930,2015-08-30,2015-09-04,WM,5.0,2015,W,M
1,CITY ORDINANCE,200,0,PAPD,130792,2015-08-31,2015-08-31,WM,0.0,2015,W,M
1,DRIVING-NO DRIVERS LICENSE,0,102392,PAPD,131045,2015-08-31,2015-09-08,BM,8.0,2015,B,M
2,SPEED-FAILURE TO CONTROL,0,102392,PAPD,131045,2015-08-31,2015-09-08,BM,8.0,2015,B,M
3,DRIVING-NO DRIVERS LICENSE,0,686699,PAPD,131045,2015-08-31,2015-09-08,BM,8.0,2015,B,M
4,SPEEDING,0,686699,PAPD,131045,2015-08-31,2015-09-08,BM,8.0,2015,B,M
1,DEFECTIVE EQUIPMENT,0,678790,PAPD,166740,2015-08-31,2015-09-03,BM,3.0,2015,B,M
2,DEFECTIVE EQUIPMENT,0,678790,PAPD,166740,2015-08-31,2015-09-03,BM,3.0,2015,B,M
3,FAILURE TO APPEAR,200,530311,PAPD,166740,2015-08-31,2015-09-03,BM,3.0,2015,B,M
4,FAILURE TO APPEAR,200,9100698,PAPD,166740,2015-08-31,2015-09-03,BM,3.0,2015,B,M
1,FAILURE TO APPEAR,0,581465,PAPD,236951,2015-08-31,2015-09-03,WM,3.0,2015,W,M
2,DRIVING-NO DRIVERS LICENSE,0,581465,PAPD,236951,2015-08-31,2015-09-03,WM,3.0,2015,W,M
3,DRIVING-EXPIRED LIC. PLATE,0,581465,PAPD,236951,2015-08-31,2015-09-03,WM,3.0,2015,W,M
1,THEFT-CLASS C,0,158161,PAPD,260010,2015-08-31,2015-09-01,WM,1.0,2015,W,M
1,FAILURE TO APPEAR,200,562630,PAPD,286512,2015-08-31,2015-08-31,BM,0.0,2015,B,M
2,FAILURE TO APPEAR,200,562630,PAPD,286512,2015-08-31,2015-08-31,BM,0.0,2015,B,M
3,FAILURE TO APPEAR,200,146090,PAPD,286512,2015-08-31,2015-08-31,BM,0.0,2015,B,M
4,FAILURE TO APPEAR,200,146090,PAPD,286512,2015-08-31,2015-08-31,BM,0.0,2015,B,M
5,FAILURE TO APPEAR,200,146101,PAPD,286512,2015-08-31,2015-08-31,BM,0.0,2015,B,M
6,FAILURE TO APPEAR,200,146101,PAPD,286512,2015-08-31,2015-08-31,BM,0.0,2015,B,M
7,FAILURE TO APPEAR,200,150265,PAPD,286512,2015-08-31,2015-08-31,BM,0.0,2015,B,M
8,FAILURE TO APPEAR,200,150265,PAPD,286512,2015-08-31,2015-08-31,BM,0.0,2015,B,M
9,FAILURE TO APPEAR,200,0,PAPD,286512,2015-08-31,2015-08-31,BM,0.0,2015,B,M
10,FAILURE TO APPEAR,200,544648,PAPD,286512,2015-08-31,2015-08-31,BM,0.0,2015,B,M
1,FAILURE TO APPEAR,200,522346,PAPD,288584,2015-08-31,2015-08-31,BM,0.0,2015,B,M
2,FAILURE TO APPEAR,200,575095,PAPD,288584,2015-08-31,2015-08-31,BM,0.0,2015,B,M
3,FAILURE TO APPEAR,200,684632,PAPD,288584,2015-08-31,2015-08-31,BM,0.0,2015,B,M
1,DISORDERLY CONDUCT,200,0,PAPD,309290,2015-08-31,2015-08-31,BM,0.0,2015,B,M
1,DISORDERLY CONDUCT,200,0,PAPD,318693,2015-08-31,2015-08-31,BM,0.0,2015,B,M
1,FAILURE TO APPEAR,200,649964,PAPD,327707,2015-08-31,2015-09-02,BM,2.0,2015,B,M
1,FAILURE TO APPEAR,0,500889,PAPD,285291,2015-09-01,2015-09-02,BF,1.0,2015,B,F
2,FAILURE TO APPEAR,0,500889,PAPD,285291,2015-09-01,2015-09-02,BF,1.0,2015,B,F
3,DISORDERLY CONDUCT,0,500889,PAPD,285291,2015-09-01,2015-09-02,BF,1.0,2015,B,F
1,ALCOHOL-MINOR IN POSSESSION,200,0,PAPD,323648,2015-09-01,2015-09-02,BM,1.0,2015,B,M
1,FAILURE TO APPEAR,200,690008,PAPD,263947,2015-09-02,2015-09-03,BM,1.0,2015,B,M
1,FAILURE TO APPEAR,200,522301,PAPD,246994,2015-09-03,2015-09-07,WF,4.0,2015,W,F
2,SPEED-FAILURE TO CONTROL,0,685109,PAPD,246994,2015-09-03,2015-09-07,WF,4.0,2015,W,F
1,THEFT-CLASS C,200,0,PAPD,253532,2015-09-03,2015-09-03,WM,0.0,2015,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,107744,2015-09-04,2015-09-07,BM,3.0,2015,B,M
1,FAILURE TO APPEAR,200,570707,PAPD,270367,2015-09-04,2015-09-05,BM,1.0,2015,B,M
1,FAILURE TO APPEAR,200,655443,PAPD,225993,2015-09-05,2015-09-07,BM,2.0,2015,B,M
1,DRIVING-WHILE LIC INVALID,0,515096,PAPD,239698,2015-09-05,2015-09-05,BM,0.0,2015,B,M
2,STOP SIGN- RUNNING,0,515096,PAPD,239698,2015-09-05,2015-09-05,BM,0.0,2015,B,M
3,FAILURE TO MNTN FINAN RESP,0,515096,PAPD,239698,2015-09-05,2015-09-05,BM,0.0,2015,B,M
1,DISORDERLY CONDUCT,0,16540,PAPD,250817,2015-09-05,2015-09-08,BM,3.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,304493,2015-09-05,2015-09-05,WF,0.0,2015,W,F
1,PUBLIC INTOXICATION,200,0,PAPD,309548,2015-09-05,2015-09-05,WF,0.0,2015,W,F
1,FAILURE TO APPEAR,200,693657,PAPD,315501,2015-09-05,2015-09-07,WM,2.0,2015,W,M
1,DRIVING-NO DRIVERS LICENSE,0,686702,PAPD,32523,2015-09-06,2015-09-16,BM,10.0,2015,B,M
2,DRIVING-NO MVI STICKER,0,686702,PAPD,32523,2015-09-06,2015-09-16,BM,10.0,2015,B,M
3,FAILURE TO MNTN FINAN RESP,0,686702,PAPD,32523,2015-09-06,2015-09-16,BM,10.0,2015,B,M
4,FAILURE TO APPEAR,200,686769,PAPD,32523,2015-09-06,2015-09-16,BM,10.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,112074,2015-09-06,2015-09-09,BM,3.0,2015,B,M
1,CITY ORDINANCE,200,0,PAPD,259226,2015-09-06,2015-09-09,WM,3.0,2015,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,298195,2015-09-06,2015-09-07,WM,1.0,2015,W,M
1,FAILURE TO APPEAR,200,643520,PAPD,313086,2015-09-06,2015-09-06,WM,0.0,2015,W,M
1,DRUG PARAPHERNALIA-POSS,200,0,PAPD,328293,2015-09-06,2015-09-06,WM,0.0,2015,W,M
1,PUBLIC INTOXICATION,0,42092,PAPD,165874,2015-09-07,2015-09-10,BF,3.0,2015,B,F
1,PUBLIC INTOXICATION,200,0,PAPD,172287,2015-09-07,2015-09-09,WM,2.0,2015,W,M
1,CITY ORDINANCE,200,0,PAPD,206271,2015-09-07,2015-09-09,BM,2.0,2015,B,M
2,CITY ORDINANCE,200,0,PAPD,206271,2015-09-07,2015-09-09,BM,2.0,2015,B,M
1,FAILURE TO APPEAR,200,7105826,PAPD,249312,2015-09-07,2015-09-07,WM,0.0,2015,W,M
2,FAILURE TO APPEAR,200,8105826,PAPD,249312,2015-09-07,2015-09-07,WM,0.0,2015,W,M
3,FAILURE TO APPEAR,200,9105826,PAPD,249312,2015-09-07,2015-09-07,WM,0.0,2015,W,M
4,FAILURE TO APPEAR,200,155818,PAPD,249312,2015-09-07,2015-09-07,WM,0.0,2015,W,M
5,FAILURE TO APPEAR,200,513216,PAPD,249312,2015-09-07,2015-09-07,WM,0.0,2015,W,M
6,FAILURE TO APPEAR,200,642408,PAPD,249312,2015-09-07,2015-09-07,WM,0.0,2015,W,M
7,FAILURE TO APPEAR,200,8117100,PAPD,249312,2015-09-07,2015-09-07,WM,0.0,2015,W,M
8,FAILURE TO APPEAR,200,9117100,PAPD,249312,2015-09-07,2015-09-07,WM,0.0,2015,W,M
1,TRAF OFF-MOVING-NO SEATBELT,200,0,PAPD,262699,2015-09-07,2015-09-08,WM,1.0,2015,W,M
